"","team_number","event","match_number","mobility","end_of_auto_status","auto_hybrid_cubes","auto_mid_cubes","auto_high_cubes","auto_hybrid_cones","auto_mid_cones","auto_high_cones","teleop_hybrid_cubes","teleop_mid_cubes","teleop_high_cubes","teleop_hybrid_cones","teleop_mid_cones","teleop_high_cones","endgame_status","total_auto_points","total_teleop_points","total_endgame_points"
"226",2557,"waahs",18,TRUE,"Not Docked",0,0,0,0,0,0,1,0,0,1,0,0,"Docked",3,4,6
"227",3393,"waahs",18,TRUE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Not Parked",3,0,0
"228",3219,"waahs",17,TRUE,"Not Docked",0,0,0,1,0,0,2,0,0,0,2,0,"Not Parked",6,10,0
"229",6076,"waahs",16,FALSE,"Not Docked",0,0,0,0,0,0,2,0,0,0,0,0,"Engaged",0,4,10
"230",2906,"waahs",16,FALSE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Not Parked",0,0,0
"231",2046,"waahs",14,TRUE,"Not Docked",0,0,1,0,0,1,1,0,0,0,2,3,"Engaged",15,23,10
"232",2980,"waahs",15,TRUE,"Engaged",0,0,0,0,0,0,1,0,0,0,0,0,"Engaged",15,2,10
"233",4180,"waahs",15,FALSE,"Not Docked",0,0,1,0,0,0,1,0,0,0,0,0,"Parked",6,2,2
"234",4131,"waahs",14,TRUE,"Engaged",0,1,1,0,0,0,1,1,1,1,1,1,"Engaged",25,20,10
"235",4918,"waahs",13,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,0,2,0,"Docked",9,6,6
"236",3786,"waahs",13,FALSE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Parked",0,0,2
"237",5295,"waahs",12,FALSE,"Not Docked",0,0,1,0,0,0,0,0,0,0,0,2,"Not Parked",6,10,0
"238",5295,"waahs",12,FALSE,"Not Docked",0,0,1,0,0,0,0,0,1,1,0,2,"Not Parked",6,17,0
"239",4579,"waahs",11,TRUE,"Not Docked",0,0,0,0,0,0,2,0,0,1,0,0,"Engaged",3,6,10
"240",4131,"waahs",11,TRUE,"Docked",0,0,1,0,0,0,0,0,0,2,0,0,"Docked",17,4,6
"241",5827,"waahs",11,TRUE,"Not Docked",0,0,1,0,0,0,1,0,1,0,0,0,"Docked",9,7,6
"242",5683,"waahs",11,FALSE,"Not Docked",0,0,0,0,0,0,0,1,1,0,0,0,"Docked",0,8,6
"243",3268,"waahs",6,FALSE,"Not Docked",1,0,0,0,0,0,0,0,0,0,0,0,"Not Parked",3,0,0
"244",8051,"waahs",8,FALSE,"Not Docked",1,0,0,0,0,0,1,0,0,0,0,0,"Engaged",3,2,10
"245",4131,"waahs",4,TRUE,"Docked",1,0,1,0,0,0,0,0,0,0,0,3,"Docked",20,15,6
"246",4918,"waahs",10,TRUE,"Engaged",0,0,1,0,0,0,0,1,0,1,1,0,"Engaged",21,8,10
"247",2046,"waahs",6,TRUE,"Not Docked",0,0,0,0,0,1,1,1,1,1,0,3,"Engaged",9,27,10
"248",8302,"waahs",2,TRUE,"Not Docked",1,0,0,0,0,0,1,0,0,1,0,0,"Parked",6,4,2
"249",4915,"waahs",4,TRUE,"Not Docked",0,0,0,0,0,0,0,1,0,1,0,1,"Docked",3,10,6
"250",5295,"waahs",1,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,0,1,1,"Docked",9,8,6
"251",2980,"waahs",10,TRUE,"Not Docked",1,0,0,0,0,0,0,0,0,2,0,0,"Engaged",6,4,10
"252",2907,"waahs",9,TRUE,"Engaged",0,0,0,0,0,0,1,0,0,0,0,0,"Engaged",15,2,10
"253",2557,"waahs",9,FALSE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Not Parked",0,0,0
"254",5683,"waahs",8,TRUE,"Not Docked",0,0,0,0,0,0,0,0,2,0,0,1,"Engaged",3,15,10
"255",8386,"waahs",8,FALSE,"Not Docked",1,0,0,0,0,0,0,0,0,0,0,0,"Not Parked",3,0,0
"256",4579,"waahs",7,TRUE,"Not Docked",0,0,0,0,0,0,1,0,0,0,0,0,"Docked",3,2,6
"257",5295,"waahs",7,FALSE,"Not Docked",0,0,1,0,0,0,0,0,0,0,0,2,"Docked",6,10,6
"258",8896,"waahs",6,TRUE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Parked",3,0,2
"259",1318,"waahs",6,TRUE,"Not Docked",0,0,0,0,0,0,0,1,1,2,0,3,"Parked",3,27,2
"260",3393,"waahs",5,TRUE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Docked",3,0,6
"261",8051,"waahs",5,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,1,0,0,"Docked",9,2,6
"262",4918,"waahs",4,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,0,1,0,"Docked",9,3,6
"263",8386,"waahs",4,FALSE,"Not Docked",1,0,0,0,0,0,0,0,0,0,0,0,"Parked",3,0,2
"264",2046,"waahs",3,TRUE,"Not Docked",0,0,1,0,0,1,0,0,2,2,2,2,"Engaged",15,30,10
"265",4180,"waahs",1,TRUE,"Not Docked",0,0,0,0,0,0,0,0,1,0,0,0,"Engaged",3,5,10
"266",1318,"waahs",3,TRUE,"Not Docked",0,0,0,0,0,1,0,0,0,1,0,4,"Engaged",9,22,10
"267",8896,"waahs",2,TRUE,"Not Docked",0,0,0,0,0,0,2,0,0,0,0,0,"Engaged",3,4,10
"268",2929,"waahs",2,TRUE,"Not Docked",0,0,0,0,0,0,0,0,0,1,0,0,"Not Parked",3,2,0
"269",2929,"waahs",2,TRUE,"Not Docked",0,0,0,0,0,0,3,0,0,1,0,0,"Not Parked",3,8,0
"270",4180,"waahs",1,FALSE,"Not Docked",0,0,0,0,0,0,1,0,0,0,0,0,"Engaged",0,2,10
"271",4469,"waahs",1,TRUE,"Engaged",0,0,1,0,0,0,0,0,1,0,0,3,"Engaged",21,20,10
"272",1318,"waahs",45,TRUE,"Engaged",0,0,0,0,0,1,0,0,2,2,1,2,"Not Parked",21,27,0
"273",4579,"waahs",47,TRUE,"Not Docked",0,0,0,0,0,0,4,0,0,0,0,0,"Parked",3,8,2
"274",2046,"waahs",46,TRUE,"Not Docked",0,0,1,0,0,1,2,0,1,1,1,3,"Parked",15,29,2
"275",7627,"waahs",37,TRUE,"Engaged",0,0,1,0,0,0,2,0,0,0,0,3,"Engaged",21,19,10
"276",4579,"waahs",36,TRUE,"Not Docked",0,0,0,0,0,0,1,1,0,0,0,0,"Docked",3,5,6
"277",6076,"waahs",33,FALSE,"Not Docked",0,0,0,0,0,0,1,0,1,0,0,1,"Engaged",0,12,10
"278",5827,"waahs",32,TRUE,"Not Docked",0,0,1,0,0,0,1,0,2,0,0,0,"Engaged",9,12,10
"279",3663,"waahs",35,TRUE,"Engaged",0,0,1,0,0,0,5,1,0,0,0,2,"Engaged",21,23,10
"280",3588,"waahs",40,TRUE,"Not Docked",0,0,0,0,0,0,0,1,0,1,1,0,"Parked",3,8,2
"281",3393,"waahs",38,TRUE,"Not Docked",1,0,0,0,0,0,0,0,0,0,0,0,"Engaged",6,0,10
"282",8303,"waahs",46,TRUE,"Not Docked",0,0,0,0,0,0,1,0,0,0,0,0,"Parked",3,2,2
"283",5827,"waahs",45,TRUE,"Engaged",0,0,1,0,0,0,3,0,0,0,0,0,"Parked",21,6,2
"284",3268,"waahs",42,FALSE,"Not Docked",0,0,0,0,0,0,2,0,0,0,0,0,"Engaged",0,4,10
"285",8032,"waahs",40,TRUE,"Engaged",0,0,0,0,0,0,0,0,0,1,1,0,"Engaged",15,5,10
"286",2046,"waahs",41,TRUE,"Engaged",0,0,1,0,0,1,0,0,2,1,0,5,"Engaged",27,37,10
"287",3268,"waahs",46,TRUE,"Not Docked",0,0,0,0,0,0,0,0,1,0,0,0,"Engaged",3,5,10
"288",2980,"waahs",48,TRUE,"Not Docked",1,0,0,0,0,0,3,0,0,1,0,0,"Parked",6,8,2
"289",2929,"waahs",44,TRUE,"Not Docked",0,0,0,0,0,0,1,0,0,0,0,0,"Parked",3,2,2
"290",8051,"waahs",43,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,0,1,2,"Engaged",9,13,10
"291",3786,"waahs",31,TRUE,"Not Docked",1,0,0,0,0,0,1,0,0,0,0,0,"Engaged",6,2,10
"292",3070,"waahs",39,TRUE,"Engaged",0,0,0,0,0,1,0,0,0,0,0,1,"Docked",21,5,6
"293",4915,"waahs",37,FALSE,"Not Docked",0,0,0,0,0,0,0,2,0,0,3,0,"Engaged",0,15,10
"294",8303,"waahs",40,TRUE,"Not Docked",1,0,0,0,0,0,0,0,0,0,0,0,"Engaged",6,0,10
"295",2929,"waahs",32,FALSE,"Not Docked",0,0,0,0,0,0,1,0,0,0,0,0,"Engaged",0,2,10
"296",5683,"waahs",49,TRUE,"Not Docked",0,0,0,1,0,0,4,0,0,0,0,0,"Engaged",6,8,10
"297",8896,"waahs",49,TRUE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Docked",3,0,6
"298",3219,"waahs",50,TRUE,"Not Docked",0,0,0,1,0,0,4,0,0,1,0,0,"Not Parked",6,10,0
"299",2929,"waahs",50,FALSE,"Not Docked",0,0,0,0,0,0,1,0,0,0,0,0,"Not Parked",0,2,0
"300",3588,"waahs",51,TRUE,"Not Docked",0,0,0,0,0,0,0,0,2,0,0,0,"Engaged",3,10,10
"301",8896,"waahs",52,TRUE,"Not Docked",0,0,0,0,0,0,1,0,0,0,0,0,"Parked",3,2,2
"302",2980,"waahs",52,FALSE,"Not Docked",0,1,0,0,0,0,3,0,0,0,0,0,"Parked",4,6,2
"303",3393,"waahs",53,TRUE,"Not Docked",1,0,0,0,0,0,1,0,0,0,0,0,"Docked",6,2,6
"304",3588,"waahs",54,TRUE,"Not Docked",0,0,0,0,0,0,0,0,0,2,2,0,"Parked",3,10,2
"305",5295,"waahs",54,FALSE,"Not Docked",0,0,1,0,0,0,0,1,1,0,0,0,"Engaged",6,8,10
"306",8303,"waahs",55,TRUE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Parked",3,0,2
"307",4469,"waahs",51,FALSE,"Engaged",0,0,1,0,0,0,0,0,0,0,0,4,"Parked",18,20,2
"308",8302,"waahs",53,TRUE,"Not Docked",1,0,0,0,0,0,4,0,0,0,0,0,"Parked",6,8,2
"309",2907,"waahs",56,TRUE,"Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Engaged",11,0,10
"310",8386,"waahs",57,TRUE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Parked",3,0,2
"311",3219,"waahs",57,TRUE,"Docked",0,0,0,1,0,0,6,0,0,0,0,0,"Engaged",14,12,10
"312",3070,"waahs",50,TRUE,"Not Docked",0,0,0,0,0,0,0,0,1,1,0,1,"Engaged",3,12,10
"313",2906,"waahs",55,FALSE,"Not Docked",1,0,0,0,0,0,1,0,0,0,0,0,"Engaged",3,2,10
"314",5683,"waahs",56,TRUE,"Not Docked",0,0,0,0,0,0,2,0,2,0,0,0,"Engaged",3,14,10
"315",7627,"waahs",56,TRUE,"Docked",0,0,1,0,0,0,0,0,0,1,0,4,"Not Parked",17,22,0
"316",4579,"waahs",57,TRUE,"Not Docked",0,0,0,0,0,0,3,0,0,1,0,0,"Engaged",3,8,10
"317",6076,"waahs",58,FALSE,"Not Docked",0,1,0,0,0,0,0,0,2,1,0,0,"Engaged",4,12,10
"318",5827,"waahs",51,TRUE,"Not Docked",0,0,1,0,0,0,5,0,0,0,0,0,"Docked",9,10,6
"319",3070,"waahs",58,TRUE,"Not Docked",0,0,0,0,0,1,0,0,0,0,0,1,"Engaged",9,5,10
"320",5295,"waahs",59,FALSE,"Not Docked",0,0,1,0,0,0,0,0,0,0,3,0,"Docked",6,9,6
"321",8302,"waahs",59,TRUE,"Not Docked",0,0,0,0,0,0,2,0,0,0,0,0,"Not Parked",3,4,0
"322",5827,"waahs",58,FALSE,"Not Docked",0,0,0,0,0,0,1,0,0,0,0,0,"Engaged",0,2,10
"323",3588,"waahs",60,TRUE,"Not Docked",0,0,0,0,1,0,0,2,0,0,2,0,"Parked",7,12,2
"324",3786,"waahs",60,FALSE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Not Parked",0,0,0
"325",4915,"pncmp",66,TRUE,"Not Docked",0,0,0,0,0,0,5,0,1,0,0,0,"Engaged",3,15,10
"326",4469,"pncmp",53,TRUE,"Not Docked",0,0,1,0,0,1,0,1,0,0,0,0,"Parked",15,3,2
"327",6831,"pncmp",64,TRUE,"Not Docked",0,0,1,0,0,0,0,1,0,1,1,1,"Engaged",9,13,10
"328",2930,"pncmp",64,TRUE,"Not Docked",1,0,1,0,0,1,0,0,1,1,0,4,"Parked",18,27,2
"329",8532,"pncmp",63,TRUE,"Not Docked",0,0,1,0,0,0,0,1,0,0,0,2,"Parked",9,13,2
"330",3636,"pncmp",63,FALSE,"Engaged",0,0,0,0,0,0,0,0,0,0,0,1,"Parked",12,5,2
"331",3711,"pncmp",62,FALSE,"Not Docked",0,0,1,0,0,0,0,0,0,0,1,1,"Engaged",6,8,10
"332",4061,"pncmp",62,TRUE,"Not Docked",0,0,1,0,0,0,0,0,1,0,1,3,"Docked",9,23,6
"333",7034,"pncmp",61,FALSE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Parked",0,0,2
"334",1983,"pncmp",61,TRUE,"Not Docked",0,0,1,0,0,0,1,0,1,4,0,0,"Engaged",9,15,10
"335",5827,"pncmp",59,FALSE,"Not Docked",0,0,1,0,0,0,1,1,0,0,2,0,"Docked",6,11,6
"336",4918,"pncmp",60,TRUE,"Not Docked",0,1,0,0,0,0,0,0,0,0,2,0,"Engaged",7,6,10
"337",1425,"pncmp",60,TRUE,"Not Docked",0,0,0,0,0,2,0,1,1,2,2,0,"Engaged",15,18,10
"338",7461,"pncmp",59,TRUE,"Not Docked",0,1,1,0,0,1,1,1,0,0,2,2,"Engaged",19,21,10
"339",360,"pncmp",59,FALSE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Parked",0,0,2
"340",2147,"pncmp",58,TRUE,"Engaged",0,0,0,0,0,1,3,1,1,0,2,2,"Engaged",21,30,10
"341",2930,"pncmp",58,FALSE,"Not Docked",0,0,0,0,0,0,0,1,1,1,2,3,"Engaged",0,31,10
"342",6831,"pncmp",57,TRUE,"Not Docked",0,0,1,0,0,0,1,1,0,1,2,0,"Engaged",9,13,10
"343",2980,"pncmp",57,TRUE,"Docked",0,0,0,0,1,0,1,0,0,0,0,0,"Engaged",15,2,10
"344",2046,"pncmp",57,TRUE,"Not Docked",1,1,0,0,0,1,2,0,1,0,1,1,"Engaged",16,17,10
"345",2471,"pncmp",56,TRUE,"Engaged",0,0,0,0,0,0,0,2,2,0,0,0,"Engaged",15,16,10
"346",948,"pncmp",56,TRUE,"Engaged",0,0,1,0,0,0,5,2,0,0,0,0,"Engaged",21,16,10
"347",5827,"pncmp",47,TRUE,"Engaged",0,0,1,0,0,0,2,0,1,0,0,0,"Engaged",21,9,10
"348",1899,"pncmp",54,TRUE,"Not Docked",0,0,0,0,0,1,0,1,1,0,2,2,"Parked",9,24,2
"349",3663,"pncmp",52,TRUE,"Engaged",0,0,1,0,0,0,4,0,0,0,2,1,"Engaged",21,19,10
"350",360,"pncmp",50,TRUE,"Not Docked",0,0,0,0,0,1,2,1,1,0,2,1,"Engaged",9,23,10
"351",492,"pncmp",53,TRUE,"Not Docked",0,0,1,0,0,0,0,2,1,0,2,1,"Engaged",9,22,10
"352",3711,"pncmp",54,FALSE,"Not Docked",0,0,1,0,0,0,0,0,0,1,0,2,"Engaged",6,12,10
"353",2522,"pncmp",55,TRUE,"Engaged",0,0,1,0,0,0,4,0,0,0,0,0,"Engaged",21,8,10
"354",1425,"pncmp",55,TRUE,"Not Docked",0,0,0,1,0,1,0,0,0,3,0,2,"Engaged",12,16,10
"355",4915,"pncmp",55,TRUE,"Not Docked",0,0,1,0,0,0,0,2,0,1,3,0,"Engaged",9,17,10
"356",3674,"pncmp",54,TRUE,"Not Docked",0,0,0,0,0,1,0,0,1,0,1,2,"Engaged",9,18,10
"357",2412,"pncmp",53,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,0,3,2,"Engaged",9,19,10
"358",2811,"pncmp",53,TRUE,"Engaged",0,0,0,0,1,0,0,0,0,0,0,1,"Not Parked",19,5,0
"359",5827,"pncmp",52,TRUE,"Not Docked",0,1,0,0,0,0,3,0,0,0,0,0,"Engaged",7,6,10
"360",4682,"pncmp",51,TRUE,"Not Docked",0,0,0,0,0,1,0,0,0,0,1,1,"Not Parked",9,8,0
"361",4061,"pncmp",51,TRUE,"Not Docked",0,1,0,0,0,0,0,0,1,0,2,2,"Engaged",7,21,10
"362",2980,"pncmp",49,TRUE,"Docked",1,0,0,0,0,0,3,2,3,0,0,0,"Engaged",14,27,10
"363",948,"pncmp",50,TRUE,"Engaged",0,0,1,0,0,0,3,1,2,0,0,0,"Engaged",21,19,10
"364",2521,"pncmp",46,TRUE,"Engaged",0,0,0,0,0,1,1,2,0,0,3,1,"Engaged",21,22,10
"365",4682,"pncmp",42,TRUE,"Engaged",0,0,1,0,0,0,0,0,0,0,2,1,"Parked",21,11,2
"366",3218,"pncmp",44,TRUE,"Not Docked",2,0,0,0,0,1,2,0,1,0,0,3,"Engaged",15,24,10
"367",4915,"pncmp",50,TRUE,"Engaged",0,0,1,0,0,0,0,0,0,2,2,0,"Engaged",21,10,10
"368",3636,"pncmp",50,TRUE,"Not Docked",0,0,0,0,1,0,0,0,0,0,0,0,"Parked",7,0,2
"369",6443,"pncmp",49,TRUE,"Engaged",0,0,0,0,0,1,0,0,0,0,3,1,"Parked",21,14,2
"370",1778,"pncmp",49,TRUE,"Docked",1,0,0,0,0,0,4,2,3,0,0,0,"Engaged",14,29,10
"371",4469,"pncmp",48,TRUE,"Not Docked",0,0,0,0,0,1,2,0,2,0,0,1,"Parked",9,19,2
"372",5920,"pncmp",48,TRUE,"Not Docked",0,0,1,0,0,0,8,0,0,0,0,0,"Parked",9,16,2
"373",1318,"pncmp",47,TRUE,"Engaged",0,0,0,0,0,1,1,0,1,0,1,1,"Parked",21,15,2
"374",4125,"pncmp",47,FALSE,"Not Docked",1,0,0,0,0,0,5,0,0,0,0,0,"Engaged",3,10,10
"375",3663,"pncmp",43,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,2,0,0,"Parked",9,4,2
"376",4131,"pncmp",46,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,2,0,3,"Engaged",9,19,10
"377",2522,"pncmp",42,TRUE,"Not Docked",0,0,0,1,0,0,0,1,1,0,1,2,"Engaged",6,21,10
"378",4918,"pncmp",39,TRUE,"Engaged",0,1,0,0,0,0,1,0,0,2,0,1,"Engaged",19,11,10
"379",7627,"pncmp",38,FALSE,"Engaged",0,0,1,0,0,0,0,1,0,0,2,2,"Engaged",18,19,10
"380",1294,"pncmp",32,FALSE,"Not Docked",0,0,0,0,0,1,0,0,0,0,0,0,"Not Parked",6,0,0
"381",2521,"pncmp",36,TRUE,"Not Docked",0,0,0,0,0,1,0,2,1,1,1,1,"Engaged",9,21,10
"382",4125,"pncmp",34,FALSE,"Not Docked",1,0,0,0,0,0,6,0,0,1,0,0,"Parked",3,14,2
"383",488,"pncmp",47,TRUE,"Not Docked",0,0,0,0,0,1,6,0,1,0,0,0,"Engaged",9,17,10
"384",7034,"pncmp",46,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,1,3,1,"Engaged",9,16,10
"385",5468,"pncmp",45,TRUE,"Not Docked",0,0,0,0,0,1,0,1,0,1,1,0,"Engaged",9,8,10
"386",2471,"pncmp",45,TRUE,"Engaged",0,0,1,0,0,0,0,0,0,0,3,1,"Engaged",21,14,10
"387",9036,"pncmp",44,TRUE,"Not Docked",1,0,0,0,0,0,3,0,0,0,0,0,"Engaged",6,6,10
"388",2990,"pncmp",43,TRUE,"Engaged",0,0,1,0,0,0,0,0,1,0,2,1,"Docked",21,16,6
"389",4911,"pncmp",43,TRUE,"Not Docked",0,0,0,1,0,1,0,0,1,0,2,2,"Engaged",12,21,10
"390",4682,"pncmp",37,TRUE,"Engaged",0,0,1,0,0,0,0,1,1,0,3,1,"Engaged",21,22,10
"391",1899,"pncmp",38,TRUE,"Engaged",0,0,0,0,0,1,0,1,1,0,1,1,"Engaged",21,16,10
"392",2811,"pncmp",36,TRUE,"Not Docked",0,0,1,0,0,0,0,1,0,1,2,1,"Engaged",9,16,10
"393",3711,"pncmp",34,TRUE,"Engaged",0,0,1,0,0,0,0,0,0,0,0,2,"Engaged",21,10,10
"394",2412,"pncmp",32,TRUE,"Not Docked",0,0,1,0,0,0,0,3,1,0,0,1,"Engaged",9,19,10
"395",4682,"pncmp",27,TRUE,"Not Docked",0,0,1,0,0,0,0,1,1,0,2,2,"Engaged",9,24,10
"396",4469,"pncmp",31,TRUE,"Not Docked",0,0,0,0,0,1,0,0,1,0,0,1,"Not Parked",9,10,0
"397",7461,"pncmp",42,TRUE,"Not Docked",0,0,1,0,0,1,0,0,0,0,1,3,"Parked",15,18,2
"398",948,"pncmp",42,TRUE,"Not Docked",0,0,1,0,0,0,4,0,0,0,0,0,"Engaged",9,8,10
"399",7034,"pncmp",40,TRUE,"Engaged",0,0,0,0,0,1,0,0,1,2,0,2,"Engaged",21,19,10
"400",4061,"pncmp",38,TRUE,"Not Docked",0,1,0,0,0,0,1,0,0,0,2,2,"Engaged",7,18,10
"401",1425,"pncmp",41,FALSE,"Not Docked",0,0,0,0,0,1,1,1,1,0,0,2,"Engaged",6,20,10
"402",5827,"pncmp",41,TRUE,"Not Docked",0,0,1,0,0,0,4,0,0,0,0,0,"Parked",9,8,2
"403",2930,"pncmp",40,TRUE,"Not Docked",1,0,0,0,0,1,2,1,1,1,2,1,"Engaged",12,25,10
"404",753,"pncmp",40,TRUE,"Not Docked",1,0,0,0,0,0,0,0,0,0,0,0,"Parked",6,0,2
"405",5468,"pncmp",39,TRUE,"Not Docked",0,1,0,0,0,0,0,0,1,0,3,0,"Engaged",7,14,10
"406",955,"pncmp",38,TRUE,"Not Docked",0,0,1,0,0,1,0,1,1,1,0,1,"Parked",15,15,2
"407",3218,"pncmp",38,TRUE,"Not Docked",0,0,0,0,0,1,2,1,2,0,1,1,"Engaged",9,25,10
"408",2412,"pncmp",37,TRUE,"Engaged",1,0,0,0,0,0,0,1,0,0,2,3,"Engaged",18,24,10
"409",2990,"pncmp",36,TRUE,"Engaged",0,0,1,0,0,0,0,0,0,0,0,4,"Engaged",21,20,10
"410",1983,"pncmp",34,TRUE,"Not Docked",0,0,1,0,0,0,3,0,0,2,0,0,"Parked",9,10,2
"411",3674,"pncmp",35,TRUE,"Not Docked",0,0,0,0,0,1,0,2,0,0,0,1,"Parked",9,11,2
"412",1778,"pncmp",29,TRUE,"Not Docked",1,0,1,0,0,0,9,0,0,0,0,0,"Engaged",12,18,10
"413",2471,"pncmp",28,TRUE,"Engaged",1,0,0,0,0,0,6,0,0,0,0,0,"Docked",18,12,6
"414",3636,"pncmp",36,TRUE,"Not Docked",0,0,0,0,0,1,2,1,1,1,3,1,"Engaged",9,28,10
"415",1778,"pncmp",36,TRUE,"Not Docked",0,0,0,0,0,0,0,0,0,0,0,0,"Engaged",3,0,10
"416",6831,"pncmp",33,TRUE,"Not Docked",0,1,1,0,0,0,2,0,0,1,2,0,"Engaged",13,12,10
"417",2522,"pncmp",35,TRUE,"Not Docked",0,0,0,0,0,1,6,0,0,2,0,0,"Engaged",9,16,10
"418",9036,"pncmp",34,TRUE,"Not Docked",1,0,0,0,0,0,3,1,0,0,0,0,"Engaged",6,9,10
"419",1318,"pncmp",33,TRUE,"Not Docked",0,0,0,0,0,1,0,1,2,0,1,3,"Parked",9,31,2
"420",2557,"pncmp",32,TRUE,"Not Docked",0,0,0,0,0,1,0,0,2,0,0,3,"Docked",9,25,6
"421",1294,"pncmp",32,FALSE,"Not Docked",0,0,0,0,0,1,0,0,0,0,0,0,"Not Parked",6,0,0
"422",488,"pncmp",31,TRUE,"Not Docked",0,0,0,0,0,1,1,0,0,0,0,0,"Not Parked",9,2,0
"423",7034,"pncmp",30,TRUE,"Not Docked",0,0,0,0,0,0,0,0,1,0,0,4,"Engaged",3,25,10
"424",5827,"pncmp",30,TRUE,"Not Docked",0,0,1,0,0,0,2,0,0,0,0,0,"Engaged",9,4,10
"425",4488,"pncmp",29,TRUE,"Not Docked",0,0,0,0,0,0,4,0,0,0,0,0,"Engaged",3,8,10
"426",8532,"pncmp",28,TRUE,"Not Docked",0,0,1,0,0,0,0,0,2,0,0,2,"Docked",9,20,6
"427",2521,"pncmp",29,TRUE,"Engaged",0,0,0,0,0,0,0,2,0,0,1,2,"Parked",15,19,2
"428",9036,"pncmp",28,TRUE,"Not Docked",0,1,0,0,0,0,2,1,0,0,0,0,"Engaged",7,7,10
"429",4061,"pncmp",28,TRUE,"Not Docked",0,1,0,0,0,0,0,1,0,1,0,4,"Docked",7,25,6
"430",6443,"pncmp",27,TRUE,"Engaged",0,0,0,0,0,1,0,1,0,1,2,0,"Engaged",21,11,10
"431",3218,"pncmp",26,TRUE,"Not Docked",1,0,1,0,0,1,1,0,0,0,2,1,"Parked",18,13,2
"432",1294,"pncmp",24,FALSE,"Not Docked",0,0,0,0,0,1,0,0,0,0,0,0,"Not Parked",6,0,0
"433",753,"pncmp",23,FALSE,"Not Docked",0,0,1,0,0,0,0,0,0,2,0,1,"Engaged",6,9,10
"434",9036,"pncmp",104,TRUE,"Not Docked",0,0,0,0,1,0,0,1,0,0,0,1,"Engaged",7,8,10
"435",2046,"pncmp",104,TRUE,"Not Docked",0,1,0,0,0,1,0,1,3,0,1,3,"Parked",13,36,2
"436",2811,"pncmp",104,TRUE,"Engaged",0,0,0,0,1,0,0,0,0,0,3,2,"Engaged",19,19,10
"437",4915,"pncmp",25,TRUE,"Not Docked",0,0,0,1,0,0,0,1,1,0,0,0,"Parked",6,8,2
"438",1425,"pncmp",19,TRUE,"Not Docked",0,0,0,1,0,1,0,1,0,0,0,2,"Parked",12,13,2
"439",948,"pncmp",22,TRUE,"Engaged",0,0,0,0,0,0,2,0,1,0,0,0,"Engaged",15,9,10
"440",4918,"pncmp",23,TRUE,"Docked",0,1,0,0,0,0,0,2,0,0,2,0,"Engaged",15,12,10
"441",488,"pncmp",19,TRUE,"Not Docked",0,0,0,0,0,1,2,0,1,0,0,2,"Not Parked",9,19,0
"442",3070,"pncmp",14,TRUE,"Not Docked",0,0,0,0,0,1,0,1,0,1,1,1,"Engaged",9,13,10
"443",3674,"pncmp",15,TRUE,"Not Docked",0,0,0,0,0,1,0,0,1,0,0,2,"Not Parked",9,15,0
"444",1778,"pncmp",13,FALSE,"Not Docked",0,0,0,0,0,0,6,1,0,0,0,0,"Engaged",0,15,10
"445",2521,"pncmp",24,TRUE,"Not Docked",0,0,1,0,0,1,1,1,1,0,0,4,"Engaged",15,30,10
"446",2930,"pncmp",23,TRUE,"Engaged",0,0,1,0,0,1,1,1,0,3,2,2,"Parked",27,27,2
"447",1425,"pncmp",26,TRUE,"Not Docked",0,0,0,0,0,2,1,0,0,1,2,3,"Engaged",15,25,10
"448",7034,"pncmp",25,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,1,0,1,"Parked",9,7,2
"449",2557,"pncmp",25,FALSE,"Not Docked",0,0,0,0,0,1,0,0,2,0,0,0,"Engaged",6,10,10
"450",5827,"pncmp",24,TRUE,"Not Docked",0,0,1,0,0,0,0,0,0,0,0,0,"Engaged",9,0,10
"451",4469,"pncmp",23,TRUE,"Not Docked",0,0,1,0,0,1,0,0,0,0,1,2,"Engaged",15,13,10
